ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
4,50,882.1983333333334,1181.4883333333332,0,50
4,51,757.2315921963499,1208.9899307740718,0,51
4,52,269.253037884203,1244.3774124374554,0,52
4,53,779.4991294254207,1243.9773650609402,0,53
4,54,754.5183887915937,1264.0052539404553,0,54
4,55,960.5780799340749,1277.4643592913062,0,55
4,56,726.1144361318925,1300.6378498198947,0,56
4,57,789.5802059116572,1305.051145798738,0,57
4,58,1147.2222222222222,1319.030615755074,0,58
4,59,195.68053446705133,1459.604312177346,0,59
4,60,914.6998450813323,1478.4519752130132,0,60
4,61,342.01100044596404,1473.025122640107,0,61
4,62,687.216341959872,1533.4521663274209,0,62
4,63,518.8743556701031,1532.3070231958764,0,63
4,64,585.8888888888889,1601.2007684918349,0,64
4,65,261.05703686529097,1610.725944817992,0,65
4,66,340.62793914246197,1597.5269709543568,0,66
4,67,326.9501661129568,1635.4109219269103,0,67
4,68,1427.3402747960497,1812.2003005581794,0,68
4,69,1208.2072072072071,1801.7679571463354,0,69
4,70,87.50072727272727,1944.706181818182,0,70
5,1,1551.7894389438943,23.710891089108912,0,1
5,2,456.44924012158054,41.70334346504559,0,2
5,3,1798.5777948520938,157.26546292739147,0,3
5,4,1764.5171725239616,207.93170926517573,0,4
5,5,970.3703901656868,216.3532870122929,0,5
5,6,727.9692386567547,211.53960522942836,0,6
5,7,1444.601094470046,277.6546658986175,0,7
5,8,1012.3037817730936,285.38871667699937,0,8
5,9,1092.7780517879162,296.2552404438964,0,9
5,10,1072.393765903308,320.85687022900765,0,10
5,11,45.76166209329675,320.96589572716584,0,11
5,12,1123.8991975927784,302.6584754262788,0,12
5,13,1395.3463203463205,324.0224321133412,0,13
5,14,1148.8129577464788,325.2850704225352,0,14
5,15,1104.6404593639577,338.5397526501767,0,15
5,16,369.1056053811659,333.3112107623318,0,16
5,17,1185.892230576441,344.97744360902254,0,17
5,18,1571.8436724565756,363.7307692307692,0,18
5,19,1078.746192893401,370.57722987672224,0,19
5,20,1619.674011299435,376.545197740113,0,20
5,21,1484.994022203245,370.5633361799032,0,21
5,22,1655.3742030407063,397.6566944580677,0,22
5,23,795.5231761386538,400.4417573559049,0,23
5,24,1602.3511961722488,412.39712918660285,0,24
5,25,1700.9333333333334,404.471875,0,25
5,26,660.8276154171961,443.0652265988988,0,26
5,27,1331.2064293304995,488.0300212539851,0,27
5,28,1301.9089488081281,511.48534583821805,0,28
5,29,1004.207585335019,532.2847029077118,0,29
5,30,1334.6241241241241,552.0855855855856,0,30
5,31,1462.5919634106501,643.093106827834,0,31
5,32,998.6681446111869,646.3809686221009,0,32
5,33,641.5493013972056,668.3880239520959,0,33
5,34,1882.8525905547913,688.687757909216,0,34
5,35,1870.8704146730463,745.890749601276,0,35
5,36,1924.3972204266322,743.0067873303168,0,36
5,37,1831.7334200260077,754.4317295188556,0,37
5,38,1969.3129432624114,764.7796985815603,0,38
5,39,1906.298739372618,791.1427733802404,0,39
5,40,532.4696738799147,785.3535507467236,0,40
5,41,1060.8674936566113,799.5720327036933,0,41
5,42,561.1595517609392,812.8537886872999,0,42
5,43,143.33084577114428,831.9934701492538,0,43
5,44,1620.7172075726842,863.9092292089249,0,44
5,45,1509.8701831964624,877.7119393556538,0,45
5,46,1306.2853448275862,908.5060344827587,0,46
5,47,1200.1954887218046,929.9833278849297,0,47
5,48,1299.8620902906616,936.922077922078,0,48
5,49,871.1515503875969,951.0011627906977,0,49
5,50,1293.8048016701462,970.4629436325679,0,50
5,51,1463.515395547134,1018.2638559924206,0,51
5,52,1428.955298013245,1023.5745033112582,0,52
5,53,1272.7016434892541,1071.4896755162242,0,53
5,54,719.5642691415313,1100.676102088167,0,54
5,55,790.2766461392705,1123.301279014685,0,55
5,56,619.6434732604945,1142.081081081081,0,56
5,57,1926.967005967006,1172.997542997543,0,57
5,58,772.7384877771461,1180.0756111426947,0,58
5,59,882.3023255813954,1181.422757475083,0,59
5,60,756.3268011527377,1209.9544668587896,0,60
5,61,269.25,1244.2856633380884,0,61
5,62,777.8050921861281,1239.2265144863916,0,62
5,63,718.3504068932504,1239.7587362374343,0,63
5,64,749.3094496365525,1257.4434060228452,0,64
5,65,781.9679245283019,1276.5806603773585,0,65
5,66,960.5560593569662,1277.3396537510305,0,66
5,67,722.3915475450591,1298.8962088253575,0,67
5,68,1147.2926409903714,1318.9597661623109,0,68
5,69,1701.7063419117646,1384.3157169117646,0,69
5,70,401.4015786877158,1381.5567340897878,0,70
