ImageNumber,ObjectNumber,Intensity_MeanIntensity_BGS_mt,Intensity_MeanIntensity_BGS_other,Number_Object_Number
2,38,0.008482604436784972,0.002591187541502275,38
2,39,0.005964353135201203,0.002117414475301787,39
2,40,0.01993570196088865,0.003356270943186246,40
2,41,0.00656220742010711,0.002290760535138511,41
2,42,0.02232043142364037,0.002441613057865623,42
2,43,0.02090311633932753,0.004140245739805511,43
2,44,0.005862297998587673,0.0021475168882489873,44
2,45,0.006847642409097316,0.0024198414665298077,45
2,46,0.0070962206580371355,0.002197283031233347,46
2,47,0.005977734462166078,0.0023677800227294133,47
2,48,0.011390333738189632,0.0027489993576514157,48
2,49,0.006476684998056073,0.0022266159600958244,49
2,50,0.007645018244657363,0.002263528758350845,50
2,51,0.006382070164939528,0.00223148674289974,51
2,52,0.028280634108436096,0.003087594234051167,52
2,53,0.024488151576129175,0.005726186397182232,53
2,54,0.00862780611502328,0.0022901739154116197,54
2,55,0.03279567178931555,0.009514901261605289,55
2,56,0.01929476672091235,0.0065480039924120555,56
2,57,0.006614270720950016,0.0022790256013842415,57
2,58,0.010700228332716215,0.0028153006847410856,58
2,59,0.012102180540582286,0.0021949800880713436,59
2,60,0.007728254827859558,0.0023260125020457493,60
2,61,0.01710360511611423,0.0027193375890235596,61
2,62,0.005477515675559424,0.0021708345957154383,62
2,63,0.005344551361675605,0.0021258327308751415,63
2,64,0.013358287615049038,0.0024473400940157614,64
2,65,0.007378821786169813,0.002315215965070608,65
2,66,0.005958895229335644,0.002248475348574793,66
2,67,0.016685279134127467,0.004070940633233223,67
2,68,0.014586328358771232,0.002633739521089577,68
2,69,0.007479104145659387,0.002465683391066007,69
2,70,0.046546880575582816,0.002594786921505309,70
2,71,0.006863154881000349,0.0024553612260526094,71
2,72,0.0068045358393442005,0.0023725039230594065,72
2,73,0.006428620311701145,0.002250764937927988,73
2,74,0.023288145871328752,0.002751404845377871,74
2,75,0.006406799559661043,0.0021390256086310246,75
2,76,0.031103497767631362,0.0034716646853206997,76
2,77,0.014711393791384727,0.0027687438940740897,77
2,78,0.007663813689633271,0.0024117848215722422,78
2,79,0.013750208535325884,0.002281793639487275,79
2,80,0.006775031015460723,0.0022405519084330943,80
2,81,0.03005105006906767,0.0065330148846886454,81
2,82,0.005144746377405123,0.0020287609884578257,82
2,83,0.014551323684518653,0.0037962995916485704,83
2,84,0.008903242752196217,0.002153805112190596,84
2,85,0.008144073065878128,0.0023704705172182703,85
2,86,0.006366331233760347,0.002545981360449588,86
2,87,0.005608062972591588,0.0020800087052365735,87
2,88,0.009790176553643877,0.0023263901003891126,88
2,89,0.006938442510304928,0.0023858883904765422,89
2,90,0.00566523861181783,0.0021211390219554554,90
2,91,0.011705990134871846,0.004695234896515052,91
2,92,0.006139837990135506,0.002231308889050546,92
2,93,0.006096779589715318,0.0020694597301240255,93
2,94,0.019209016678973023,0.002340564863650328,94
2,95,0.007953844449379691,0.0022860559369450744,95
2,96,0.013049380752614146,0.0022226030226877125,96
2,97,0.005383519434174111,0.002070339808842785,97
2,98,0.005509998224137106,0.002127159619885504,98
2,99,0.006855991747653276,0.002352304885182547,99
2,100,0.008304868820101678,0.0022678703737057894,100
2,101,0.006615240621992954,0.002285037785021932,101
2,102,0.007215157917088016,0.00242053822032269,102
2,103,0.006702835438869446,0.0021854729330413984,103
2,104,0.0058613981566104124,0.002176825397526009,104
